rank,rankdifference,title,year,url,checkedcount,favouritecount,dislikedcount,officialtoplistcount,usertoplistcount,akatitle,imdburl,checked,favorite,disliked,watchlist,owned
13,0,"Tengoku to jigoku",1963,http://www.icheckmovies.com/movies/tengoku+to+jigoku/,5997,1133,24,18,729,"High and Low",http://www.imdb.com/title/tt0057565/,"2012-05-12 22:17:34",no,no,no,no
14,0,"La meglio gioventù",2003,http://www.icheckmovies.com/movies/la+meglio+gioventu/,3237,609,35,12,385,"The Best of Youth",http://www.imdb.com/title/tt0346336/,"2015-09-20 21:39:29",yes,no,no,no
15,0,"Az ötödik pecsét",1976,http://www.icheckmovies.com/movies/az+otodik+pecset/,470,94,7,4,224,"The Fifth Seal",http://www.imdb.com/title/tt0075467/,no,no,no,no,no
16,0,Sátántangó,1994,http://www.icheckmovies.com/movies/satantango/,2374,438,68,12,647,Satantango,http://www.imdb.com/title/tt0111341/,"2012-03-14 22:10:06",yes,no,no,no
17,0,"Final Cut: Hölgyeim és uraim",2012,http://www.icheckmovies.com/movies/final+cut+holgyeim+es+uraim/,539,106,8,2,137,"Final Cut: Ladies and Gentlemen",http://www.imdb.com/title/tt2243299/,no,no,no,no,no
18,0,"The Salt of the Earth",2014,http://www.icheckmovies.com/movies/the+salt+of+the+earth/,1713,317,2,4,240,,http://www.imdb.com/title/tt3674140/,"2018-05-04 03:18:01",yes,no,no,no
19,0,"Il sorpasso",1962,http://www.icheckmovies.com/movies/il+sorpasso/,1496,277,6,7,380,"The Easy Life",http://www.imdb.com/title/tt0056512/,no,no,no,no,no
20,0,"Den-en ni shisu",1974,http://www.icheckmovies.com/movies/den-en+ni+shisu/,472,93,7,3,304,"Pastoral: To Die in the Country",http://www.imdb.com/title/tt0071406/,no,no,no,no,no
21,0,"Ningen no jôken",1959,http://www.icheckmovies.com/movies/ningen+no+joken-1959/,1794,327,9,12,403,"The Human Condition II: Road to Eternity",http://www.imdb.com/title/tt0053115/,no,no,no,no,no
22,0,Medianeras,2011,http://www.icheckmovies.com/movies/medianeras/,1515,275,13,2,121,Sidewalls,http://www.imdb.com/title/tt1235841/,"2013-08-18 21:02:34",yes,no,no,no
23,0,"Letyat zhuravli",1957,http://www.icheckmovies.com/movies/letyat+zhuravli/,3778,668,23,17,632,"The Cranes Are Flying",http://www.imdb.com/title/tt0050634/,"2012-03-14 22:10:23",yes,no,no,no
24,0,"The Fall",2006,http://www.icheckmovies.com/movies/the+fall/,13622,2385,139,6,412,,http://www.imdb.com/title/tt0460791/,"2012-03-14 22:10:24",yes,no,no,no
25,0,"Spalovac mrtvol",1969,http://www.icheckmovies.com/movies/spalovac+mrtvol/,1865,332,28,13,388,"The Cremator",http://www.imdb.com/title/tt0063633/,"2012-03-14 22:10:06",yes,no,no,no
26,0,"Noon o Goldoon",1996,http://www.icheckmovies.com/movies/noon+o+goldoon/,1065,193,8,7,330,"A Moment of Innocence",http://www.imdb.com/title/tt0117214/,"2012-03-14 22:10:06",no,no,no,no
27,0,"Werckmeister harmóniák",2000,http://www.icheckmovies.com/movies/werckmeister+harmoniak/,3187,558,61,12,578,"Werckmeister Harmonies",http://www.imdb.com/title/tt0249241/,"2019-12-25 06:26:19",yes,no,no,no
28,0,Ikiru,1952,http://www.icheckmovies.com/movies/ikiru/,9652,1672,57,26,970,,http://www.imdb.com/title/tt0044741/,"2012-05-11 07:34:37",yes,no,no,no
29,0,"Kamera o tomeru na!",2017,http://www.icheckmovies.com/movies/kamera+o+tomeru+naexclamation/,1566,278,13,5,271,"One Cut of the Dead",http://www.imdb.com/title/tt7914416/,"2025-01-04 19:49:17",no,no,no,no
30,0,Binjip,2004,http://www.icheckmovies.com/movies/binjip/,5660,981,48,9,413,3-Iron,http://www.imdb.com/title/tt0423866/,"2012-03-14 22:10:23",yes,no,no,no
31,0,"As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty",2000,http://www.icheckmovies.com/movies/as+i+was+moving+ahead+occasionally+i+saw+brief+glimpses+of+beauty/,512,96,18,6,282,,http://www.imdb.com/title/tt0262240/,no,no,no,yes,no
32,0,"Fa yeung nin wah",2000,http://www.icheckmovies.com/movies/fa+yeung+nin+wah/,15060,2571,127,28,1248,"In the Mood for Love",http://www.imdb.com/title/tt0118694/,"2012-03-14 22:10:25",yes,no,no,no
33,0,Naked,1993,http://www.icheckmovies.com/movies/naked/,5338,915,72,9,576,,http://www.imdb.com/title/tt0107653/,"2012-03-14 22:10:05",yes,no,no,no
34,0,"Un condamné à mort s'est échappé ou Le vent souffle où il veut",1956,http://www.icheckmovies.com/movies/un+condamne+a+mort+sest+echappe+ou+le+vent+souffle+ou+il+veut/,4761,816,28,20,839,"A Man Escaped",http://www.imdb.com/title/tt0049902/,"2012-07-21 20:02:21",no,no,no,no
35,0,"Jôi-uchi: Hairyô tsuma shimatsu",1967,http://www.icheckmovies.com/movies/joi-uchi+hairyo+tsuma+shimatsu/,1759,306,11,9,324,"Samurai Rebellion",http://www.imdb.com/title/tt0061847/,no,no,no,no,no
36,0,"Perfect Days",2023,http://www.icheckmovies.com/movies/perfect+days/,1934,331,9,6,184,,http://www.imdb.com/title/tt27503384/,"2024-03-17 00:42:47",no,no,no,no
37,0,Voskhozhdenie,1977,http://www.icheckmovies.com/movies/voskhozhdenie/,2144,366,18,15,538,"The Ascent",http://www.imdb.com/title/tt0075404/,no,no,no,yes,no
38,0,Stalker,1979,http://www.icheckmovies.com/movies/stalker/,14134,2343,194,24,1166,,http://www.imdb.com/title/tt0079944/,"2012-03-14 22:10:06",yes,no,no,no
39,0,Vozvrashchenie,2003,http://www.icheckmovies.com/movies/vozvrashchenie/,4350,725,37,11,496,"The Return",http://www.imdb.com/title/tt0376968/,no,no,no,yes,no
40,0,Shura,1971,http://www.icheckmovies.com/movies/shura/,485,88,3,4,274,Demons,http://www.imdb.com/title/tt0165473/,no,no,no,yes,no
41,0,"Khane-ye doust kodjast?",1987,http://www.icheckmovies.com/movies/khane-ye+doust+kodjastquestion/,2257,378,10,15,449,"Where Is the Friend's House?",http://www.imdb.com/title/tt0093342/,no,no,no,no,no
42,0,"Sanshô dayû",1954,http://www.icheckmovies.com/movies/sansho+dayu/,3633,599,21,22,705,"Sansho the Bailiff",http://www.imdb.com/title/tt0047445/,"2014-04-15 14:33:50",yes,no,no,no
43,0,"Soy Cuba",1964,http://www.icheckmovies.com/movies/soy+cuba/,2517,417,17,17,504,"I Am Cuba",http://www.imdb.com/title/tt0058604/,no,no,no,yes,no
44,0,Human,2015,http://www.icheckmovies.com/movies/human-2015/,394,72,5,2,75,,http://www.imdb.com/title/tt3327994/,"2020-01-13 04:55:59",yes,no,no,no
45,0,"A torinói ló",2011,http://www.icheckmovies.com/movies/a+torinoi+lo/,2224,368,45,8,510,"The Turin Horse",http://www.imdb.com/title/tt1316540/,no,no,no,no,no
46,0,"Le salaire de la peur",1953,http://www.icheckmovies.com/movies/le+salaire+de+la+peur/,8116,1320,56,28,972,"The Wages of Fear",http://www.imdb.com/title/tt0046268/,"2012-03-14 22:10:06",yes,no,no,no
47,0,"Fight Club",1999,http://www.icheckmovies.com/movies/fight+club/,132955,21467,628,21,1781,,http://www.imdb.com/title/tt0137523/,"2012-03-14 22:10:26",yes,no,no,no
48,0,Gisaengchung,2019,http://www.icheckmovies.com/movies/gisaengchung/,14241,2297,40,23,815,Parasite,http://www.imdb.com/title/tt6751668/,"2019-12-29 02:59:23",no,no,no,no
49,0,"The Clock",2010,http://www.icheckmovies.com/movies/the+clock-2010/,118,27,6,5,86,,http://www.imdb.com/title/tt2008009/,no,no,no,no,no
50,0,Ordet,1955,http://www.icheckmovies.com/movies/ordet/,3948,641,51,22,776,,http://www.imdb.com/title/tt0048452/,no,no,no,yes,no
51,0,"Survive Style 5+",2004,http://www.icheckmovies.com/movies/survive+style+5plus/,1274,212,23,4,198,,http://www.imdb.com/title/tt0430651/,"2014-07-14 16:50:15",yes,no,no,no
